Address,Case Number,Crime Against,Measure Names,Neighborhood,Occur Date,Occur Time,Offense Category,Offense Type,Offense Count
2700 BLOCK OF SW MOODY AVE,15-803795,Property,No Measure Value,South Portland,12/07/15,2005,Larceny Offenses,Shoplifting,1
7500 BLOCK OF SW CORBETT AVE,15-900273,Property,No Measure Value,South Portland,05/14/15,900,Larceny Offenses,Theft From Motor Vehicle,1
6900 BLOCK OF SW MACADAM AVE,15-900301,Property,No Measure Value,South Portland,05/13/15,700,Larceny Offenses,Theft From Motor Vehicle,1
4900 BLOCK OF SW LANDING DR,15-900399,Property,No Measure Value,South Portland,05/16/15,1800,Larceny Offenses,Theft From Motor Vehicle,1
3700 BLOCK OF SW BOND AVE,15-900470,Property,No Measure Value,South Portland,05/18/15,2205,Larceny Offenses,All Other Larceny,1
5100 BLOCK OF SW VIEW POINT TER,15-900563,Property,No Measure Value,South Portland,05/20/15,0,Larceny Offenses,Theft From Motor Vehicle,1
600 BLOCK OF SW NEVADA ST,15-900585,Property,No Measure Value,South Portland,05/22/15,100,Larceny Offenses,All Other Larceny,1
600 BLOCK OF SW NEVADA ST,15-900585,Property,No Measure Value,South Portland,05/22/15,100,Vandalism,Vandalism,1
100 BLOCK OF SW VERMONT ST,15-900701,Property,No Measure Value,South Portland,05/28/15,1130,Larceny Offenses,Theft From Motor Vehicle,1
6000 BLOCK OF SW VIEW POINT TER,15-900754,Property,No Measure Value,South Portland,05/27/15,815,Larceny Offenses,Theft From Motor Vehicle,1
4500 BLOCK OF SW WATER AVE,15-900764,Property,No Measure Value,South Portland,05/26/15,1255,Larceny Offenses,All Other Larceny,1
5900 BLOCK OF SW VIEW POINT TER,15-900786,Property,No Measure Value,South Portland,05/26/15,2100,Larceny Offenses,Theft From Motor Vehicle,1
5100 BLOCK OF SW CORBETT AVE,15-900982,Property,No Measure Value,South Portland,06/02/15,2100,Larceny Offenses,Theft From Motor Vehicle,1
2800 BLOCK OF SW 1ST AVE,15-901078,Property,No Measure Value,South Portland,06/03/15,1800,Larceny Offenses,Theft From Motor Vehicle,1
600 BLOCK OF SW NEVADA ST,15-901262,Property,No Measure Value,South Portland,06/11/15,100,Vandalism,Vandalism,1
600 BLOCK OF SW NEVADA ST,15-901282,Property,No Measure Value,South Portland,06/11/15,100,Larceny Offenses,Theft From Motor Vehicle,1
5900 BLOCK OF SW CORBETT AVE,15-901286,Property,No Measure Value,South Portland,06/14/15,2300,Larceny Offenses,All Other Larceny,1
6200 BLOCK OF SW VIRGINIA AVE,15-901334,Property,No Measure Value,South Portland,06/11/15,2300,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1
2400 BLOCK OF SW 4TH AVE,15-901486,Property,No Measure Value,South Portland,06/14/15,2000,Larceny Offenses,Theft From Motor Vehicle,1
2400 BLOCK OF SW 4TH AVE,15-901486,Property,No Measure Value,South Portland,06/14/15,2000,Vandalism,Vandalism,1
4900 BLOCK OF SW CORBETT AVE,15-901614,Property,No Measure Value,South Portland,06/23/15,30,Larceny Offenses,All Other Larceny,1
800 BLOCK OF SW GAINES ST,15-901679,Property,No Measure Value,South Portland,04/14/08,1000,Larceny Offenses,All Other Larceny,1
2500 BLOCK OF SW MOODY AVE,15-901722,Property,No Measure Value,South Portland,06/22/15,2200,Larceny Offenses,Theft From Motor Vehicle,1
200 BLOCK OF SW MEADE ST,15-901770,Property,No Measure Value,South Portland,06/26/15,555,Larceny Offenses,Theft From Motor Vehicle,1
100 BLOCK OF SW ABERNETHY ST,15-901942,Property,No Measure Value,South Portland,07/01/15,0,Larceny Offenses,Theft From Motor Vehicle,1
4900 BLOCK OF SW CORBETT AVE,15-902408,Property,No Measure Value,South Portland,07/15/15,1000,Larceny Offenses,Theft From Motor Vehicle,1
5700 BLOCK OF SW CORBETT AVE,15-902509,Property,No Measure Value,South Portland,07/17/15,2200,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1
5100 BLOCK OF SW LANDING DR,15-902850,Property,No Measure Value,South Portland,07/25/15,2030,Vandalism,Vandalism,1
3600 BLOCK OF SW RIVER PKWY,15-902997,Property,No Measure Value,South Portland,08/02/15,1831,Larceny Offenses,Theft From Motor Vehicle,1
100 BLOCK OF SW BANCROFT ST,15-903049,Property,No Measure Value,South Portland,07/30/15,1100,Fraud Offenses,Identity Theft,1
100 BLOCK OF SW BANCROFT ST,15-903049,Property,No Measure Value,South Portland,07/30/15,1100,Larceny Offenses,Theft From Building,1
600 BLOCK OF SW GAINES ST,15-903088,Property,No Measure Value,South Portland,08/02/15,2000,Larceny Offenses,Theft From Motor Vehicle,1
600 BLOCK OF SW GAINES ST,15-903091,Property,No Measure Value,South Portland,08/02/15,1120,Larceny Offenses,Theft From Motor Vehicle,1
600 BLOCK OF SW GAINES ST,15-903106,Property,No Measure Value,South Portland,08/03/15,1625,Larceny Offenses,Theft From Motor Vehicle,1
600 BLOCK OF SW GAINES ST,15-903115,Property,No Measure Value,South Portland,08/02/15,1725,Larceny Offenses,Theft From Motor Vehicle,1
600 BLOCK OF SW GAINES ST,15-903159,Property,No Measure Value,South Portland,08/03/15,2035,Larceny Offenses,Theft From Motor Vehicle,1
4300 BLOCK OF SW MACADAM AVE,15-903225,Property,No Measure Value,South Portland,08/06/15,905,Larceny Offenses,All Other Larceny,1
5000 BLOCK OF SW CORBETT AVE,15-903365,Property,No Measure Value,South Portland,08/08/15,905,Larceny Offenses,Theft From Motor Vehicle,1
3600 BLOCK OF SW RIVER PKWY,15-903366,Property,No Measure Value,South Portland,08/09/15,2000,Larceny Offenses,Theft From Motor Vehicle,1
0 BLOCK OF SW ARTHUR ST,15-903426,Property,No Measure Value,South Portland,08/11/15,1055,Fraud Offenses,Identity Theft,1
3600 BLOCK OF SW RIVER PKWY,15-903452,Property,No Measure Value,South Portland,08/06/15,1800,Larceny Offenses,Theft From Motor Vehicle,1
3900 BLOCK OF SW BOND AVE,15-903534,Property,No Measure Value,South Portland,08/17/15,1650,Larceny Offenses,All Other Larceny,1
600 BLOCK OF SW GAINES ST,15-903622,Property,No Measure Value,South Portland,08/16/15,2040,Larceny Offenses,Theft From Motor Vehicle,1
SW MACADAM AVE / SW NEBRASKA ST,15-903628,Property,No Measure Value,South Portland,08/17/15,1755,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1
5900 BLOCK OF SW MACADAM AVE,15-903824,Property,No Measure Value,South Portland,08/22/15,30,Larceny Offenses,Theft From Motor Vehicle,1
3300 BLOCK OF SW BOND AVE,15-904036,Property,No Measure Value,South Portland,08/31/15,1600,Larceny Offenses,All Other Larceny,1
3300 BLOCK OF SW 1ST AVE,15-904205,Property,No Measure Value,South Portland,09/03/15,400,Larceny Offenses,All Other Larceny,1
800 BLOCK OF SW GAINES ST,15-904253,Property,No Measure Value,South Portland,09/07/15,815,Larceny Offenses,All Other Larceny,1
200 BLOCK OF SW MEADE ST,15-904276,Property,No Measure Value,South Portland,09/06/15,115,Larceny Offenses,Theft From Motor Vehicle,1
4600 BLOCK OF SW CORBETT AVE,15-904373,Property,No Measure Value,South Portland,09/06/15,1200,Larceny Offenses,Theft From Motor Vehicle,1
600 BLOCK OF SW GAINES ST,15-904404,Property,No Measure Value,South Portland,09/06/15,1300,Larceny Offenses,Theft From Motor Vehicle,1
200 BLOCK OF SW MEADE ST,15-904408,Property,No Measure Value,South Portland,09/05/15,2300,Larceny Offenses,Theft From Motor Vehicle,1
800 BLOCK OF SW GAINES ST,15-904460,Property,No Measure Value,South Portland,09/06/15,500,Larceny Offenses,Theft From Motor Vehicle,1
4900 BLOCK OF SW LANDING DR,15-904461,Property,No Measure Value,South Portland,09/06/15,440,Larceny Offenses,Theft From Motor Vehicle,1
4900 BLOCK OF SW LANDING DR,15-904461,Property,No Measure Value,South Portland,09/06/15,440,Vandalism,Vandalism,1
3500 BLOCK OF SW 1ST AVE,15-904468,Property,No Measure Value,South Portland,09/07/15,2135,Larceny Offenses,All Other Larceny,1
3500 BLOCK OF SW 1ST AVE,15-904468,Property,No Measure Value,South Portland,09/07/15,2135,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1
3700 BLOCK OF SW BOND AVE,15-904515,Property,No Measure Value,South Portland,09/11/15,1235,Larceny Offenses,All Other Larceny,1
7100 BLOCK OF SW VIRGINIA AVE,15-904564,Property,No Measure Value,South Portland,09/12/15,715,Vandalism,Vandalism,1
3400 BLOCK OF SW KELLY AVE,15-904681,Property,No Measure Value,South Portland,09/15/15,1800,Vandalism,Vandalism,1
100 BLOCK OF SW ARTHUR ST,15-904709,Property,No Measure Value,South Portland,09/16/15,430,Larceny Offenses,Theft From Motor Vehicle,1
200 BLOCK OF SW MEADE ST,15-904728,Property,No Measure Value,South Portland,09/15/15,2200,Larceny Offenses,Theft From Motor Vehicle,1
3600 BLOCK OF SW RIVER PKWY,15-904745,Property,No Measure Value,South Portland,09/17/15,115,Larceny Offenses,Theft From Motor Vehicle,1
5800 BLOCK OF SW RIVERIDGE LN,15-904938,Property,No Measure Value,South Portland,09/21/15,1800,Larceny Offenses,All Other Larceny,1
3100 BLOCK OF SW MOODY AVE,15-905299,Property,No Measure Value,South Portland,10/03/15,2035,Larceny Offenses,All Other Larceny,1
5200 BLOCK OF SW LANDING DR,15-905360,Property,No Measure Value,South Portland,10/09/15,2130,Larceny Offenses,All Other Larceny,1
SW BANCROFT ST / SW BOND AVE,15-905548,Property,No Measure Value,South Portland,10/03/15,225,Larceny Offenses,Theft From Motor Vehicle,1
2400 BLOCK OF SW 5TH AVE,15-905703,Property,No Measure Value,South Portland,10/01/15,1210,Larceny Offenses,All Other Larceny,1
6800 BLOCK OF SW MACADAM AVE,15-905716,Property,No Measure Value,South Portland,10/09/15,1215,Larceny Offenses,Theft From Motor Vehicle,1
4900 BLOCK OF SW CORBETT AVE,15-905771,Property,No Measure Value,South Portland,10/14/15,1900,Larceny Offenses,All Other Larceny,1
4800 BLOCK OF SW CORBETT AVE,15-905835,Property,No Measure Value,South Portland,10/10/15,2200,Vandalism,Vandalism,1
200 BLOCK OF SW HAMILTON ST,15-905986,Property,No Measure Value,South Portland,10/14/15,1145,Vandalism,Vandalism,1
400 BLOCK OF SW MILES ST,15-906008,Property,No Measure Value,South Portland,10/14/15,2335,Larceny Offenses,Theft From Motor Vehicle,1
400 BLOCK OF SW MILES ST,15-906008,Property,No Measure Value,South Portland,10/14/15,2335,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1
3500 BLOCK OF SW 1ST AVE,15-906130,Property,No Measure Value,South Portland,10/18/15,2300,Larceny Offenses,Theft From Motor Vehicle,1
3100 BLOCK OF SW MOODY AVE,15-906201,Property,No Measure Value,South Portland,10/24/15,1245,Larceny Offenses,All Other Larceny,1
3200 BLOCK OF SW 1ST AVE,15-906346,Property,No Measure Value,South Portland,10/24/15,1215,Larceny Offenses,All Other Larceny,1
4900 BLOCK OF SW CORBETT AVE,15-906484,Property,No Measure Value,South Portland,10/31/15,325,Larceny Offenses,All Other Larceny,1
5100 BLOCK OF SW MACADAM AVE,15-906529,Property,No Measure Value,South Portland,10/29/15,2100,Larceny Offenses,Theft From Motor Vehicle,1
3900 BLOCK OF SW BOND AVE,15-906542,Property,No Measure Value,South Portland,10/30/15,830,Larceny Offenses,Theft From Motor Vehicle,1
4900 BLOCK OF SW CORBETT AVE,15-906625,Property,No Measure Value,South Portland,10/30/15,1700,Larceny Offenses,All Other Larceny,1
3600 BLOCK OF SW RIVER PKWY,15-906759,Property,No Measure Value,South Portland,11/01/15,2300,Larceny Offenses,Theft From Motor Vehicle,1
2800 BLOCK OF SW 1ST AVE,15-906831,Property,No Measure Value,South Portland,11/04/15,2000,Larceny Offenses,Theft From Motor Vehicle,1
100 BLOCK OF SW MEADE ST,15-906903,Property,No Measure Value,South Portland,11/04/15,2300,Larceny Offenses,Theft From Motor Vehicle,1
2300 BLOCK OF SW 6TH AVE,15-907617,Property,No Measure Value,South Portland,11/18/15,1545,Larceny Offenses,Theft From Motor Vehicle,1
800 BLOCK OF SW GAINES ST,15-907670,Property,No Measure Value,South Portland,11/17/15,5,Larceny Offenses,Theft From Motor Vehicle,1
3900 BLOCK OF SW CORBETT AVE,15-907781,Property,No Measure Value,South Portland,11/22/15,1900,Larceny Offenses,Theft From Motor Vehicle,1
600 BLOCK OF SW NEVADA ST,15-907820,Property,No Measure Value,South Portland,12/02/15,600,Larceny Offenses,All Other Larceny,1
SW 1ST AVE / SW SLAVIN RD,15-907836,Property,No Measure Value,South Portland,11/23/15,2200,Larceny Offenses,Theft From Motor Vehicle,1
4200 BLOCK OF SW CORBETT AVE,15-907878,Property,No Measure Value,South Portland,11/28/15,1410,Larceny Offenses,Theft From Motor Vehicle,1
3400 BLOCK OF SW BARBUR BLVD,15-907892,Property,No Measure Value,South Portland,11/28/15,435,Larceny Offenses,Theft From Motor Vehicle,1
400 BLOCK OF SW HAMILTON CT,15-907955,Property,No Measure Value,South Portland,11/25/15,2230,Larceny Offenses,Theft From Motor Vehicle,1
4200 BLOCK OF SW CORBETT AVE,15-908006,Property,No Measure Value,South Portland,11/26/15,2000,Vandalism,Vandalism,1
4200 BLOCK OF SW CORBETT AVE,15-908025,Property,No Measure Value,South Portland,11/28/15,105,Larceny Offenses,Theft From Motor Vehicle,1
SW CORBETT AVE / SW RICHARDSON ST,15-908207,Property,No Measure Value,South Portland,11/30/15,1200,Vandalism,Vandalism,1
0 BLOCK OF SW HAMILTON CT,15-908230,Property,No Measure Value,South Portland,11/30/15,2040,Larceny Offenses,Theft From Motor Vehicle,1
600 BLOCK OF SW NEVADA ST,15-908233,Property,No Measure Value,South Portland,11/30/15,1700,Vandalism,Vandalism,1
2900 BLOCK OF SW 1ST AVE,15-908273,Property,No Measure Value,South Portland,12/03/15,1730,Larceny Offenses,Theft From Motor Vehicle,1
6200 BLOCK OF SW HOOD AVE,15-908343,Property,No Measure Value,South Portland,12/04/15,1205,Fraud Offenses,Identity Theft,1
6200 BLOCK OF SW HOOD AVE,15-908343,Property,No Measure Value,South Portland,12/04/15,1205,Larceny Offenses,All Other Larceny,1
300 BLOCK OF SW WHITAKER ST,15-908448,Property,No Measure Value,South Portland,12/06/15,1250,Vandalism,Vandalism,1
3500 BLOCK OF SW CORBETT AVE,15-908469,Property,No Measure Value,South Portland,12/06/15,1700,Larceny Offenses,Theft From Motor Vehicle,1
3200 BLOCK OF SW KELLY AVE,15-908478,Property,No Measure Value,South Portland,12/08/15,1050,Larceny Offenses,Theft From Motor Vehicle,1
6900 BLOCK OF SW VIRGINIA AVE,15-908520,Property,No Measure Value,South Portland,12/11/15,1115,Larceny Offenses,All Other Larceny,1
5500 BLOCK OF SW CORBETT AVE,15-908563,Property,No Measure Value,South Portland,11/23/15,230,Vandalism,Vandalism,1
300 BLOCK OF SW MEADE ST,15-908683,Property,No Measure Value,South Portland,10/12/15,445,Larceny Offenses,All Other Larceny,1
2400 BLOCK OF SW 4TH AVE,15-908687,Property,No Measure Value,South Portland,12/14/15,2300,Larceny Offenses,All Other Larceny,1
5000 BLOCK OF SW LANDING DR,15-908690,Property,No Measure Value,South Portland,12/15/15,2155,Larceny Offenses,All Other Larceny,1
100 BLOCK OF SW CANBY ST,15-908735,Property,No Measure Value,South Portland,12/14/15,1330,Larceny Offenses,Theft From Motor Vehicle,1
4200 BLOCK OF SW CORBETT AVE,15-908777,Property,No Measure Value,South Portland,12/16/15,330,Fraud Offenses,Identity Theft,1
4200 BLOCK OF SW CORBETT AVE,15-908796,Property,No Measure Value,South Portland,12/12/15,945,Larceny Offenses,All Other Larceny,1
3300 BLOCK OF SW 1ST AVE,15-908888,Property,No Measure Value,South Portland,12/16/15,1230,Larceny Offenses,All Other Larceny,1
2400 BLOCK OF SW 4TH AVE,15-909127,Property,No Measure Value,South Portland,12/27/15,1630,Larceny Offenses,Theft From Motor Vehicle,1
500 BLOCK OF SW CALIFORNIA ST,15-909220,Property,No Measure Value,South Portland,12/25/15,310,Larceny Offenses,Theft From Motor Vehicle,1
3400 BLOCK OF SW KELLY AVE,15-909277,Property,No Measure Value,South Portland,12/29/15,1315,Fraud Offenses,Identity Theft,1
4700 BLOCK OF SW 2ND CT,15-909321,Property,No Measure Value,South Portland,10/01/13,1540,Larceny Offenses,All Other Larceny,1
5000 BLOCK OF SW VIEW POINT TER,15-909359,Property,No Measure Value,South Portland,12/23/15,2230,Vandalism,Vandalism,1
NULL,15-X4302773,Person,No Measure Value,South Portland,05/26/15,2240,Assault Offenses,Aggravated Assault,1
NULL,15-X4311662,Property,No Measure Value,South Portland,05/28/15,1450,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1
NULL,15-X4318299,Person,No Measure Value,South Portland,06/10/15,1515,Assault Offenses,Intimidation,1
NULL,15-X4335223,Person,No Measure Value,South Portland,07/05/15,948,Assault Offenses,Simple Assault,1
NULL,15-X4366070,Person,No Measure Value,South Portland,08/13/15,1200,Sex Offenses,Rape,1
NULL,15-X4378720,Person,No Measure Value,South Portland,08/30/15,1221,Assault Offenses,Simple Assault,1
NULL,15-X4385997,Person,No Measure Value,South Portland,09/07/15,1040,Assault Offenses,Intimidation,1
NULL,15-X4411418,Person,No Measure Value,South Portland,10/10/15,200,Assault Offenses,Simple Assault,1
NULL,15-X4411418,Property,No Measure Value,South Portland,10/10/15,200,Larceny Offenses,All Other Larceny,1
NULL,15-X4424371,Person,No Measure Value,South Portland,10/27/15,1200,Assault Offenses,Intimidation,1
NULL,15-X4428036,Person,No Measure Value,South Portland,11/01/15,954,Assault Offenses,Simple Assault,1
NULL,15-X4445980,Person,No Measure Value,South Portland,11/25/15,220,Assault Offenses,Aggravated Assault,1
NULL,15-X4453888,Person,No Measure Value,South Portland,12/06/15,11,Assault Offenses,Intimidation,2
NULL,15-X4460802,Person,No Measure Value,South Portland,12/13/15,351,Assault Offenses,Simple Assault,1
4900 BLOCK OF SW CORBETT AVE,16-2512,Property,No Measure Value,South Portland,01/03/16,100,Motor Vehicle Theft,Motor Vehicle Theft,1
5100 BLOCK OF SW SLAVIN RD,16-4514,Property,No Measure Value,South Portland,01/04/16,1400,Motor Vehicle Theft,Motor Vehicle Theft,1
SW BAKER ST / SW WATER AVE,16-4677,Property,No Measure Value,South Portland,01/05/16,1000,Motor Vehicle Theft,Motor Vehicle Theft,1
SW KELLY AVE / SW LANE ST,16-4991,Property,No Measure Value,South Portland,01/05/16,2230,Larceny Offenses,Theft From Motor Vehicle,1
SW KELLY AVE / SW LANE ST,16-4991,Property,No Measure Value,South Portland,01/05/16,2230,Vandalism,Vandalism,1
7400 BLOCK OF SW VIRGINIA AVE,16-8491,Property,No Measure Value,South Portland,01/09/16,30,Motor Vehicle Theft,Motor Vehicle Theft,1
7600 BLOCK OF SW HOOD AVE,16-9689,Property,No Measure Value,South Portland,01/09/16,2300,Burglary,Burglary,1
4200 BLOCK OF SW CORBETT AVE,16-12265,Property,No Measure Value,South Portland,01/13/16,0,Burglary,Burglary,1
0 BLOCK OF SW PORTER ST,16-15817,Property,No Measure Value,South Portland,01/15/16,2330,Motor Vehicle Theft,Motor Vehicle Theft,1
3300 BLOCK OF SW CORBETT AVE,16-16782,Property,No Measure Value,South Portland,01/16/16,2045,Larceny Offenses,Theft From Motor Vehicle,1
300 BLOCK OF SW WHITAKER ST,16-19835,Property,No Measure Value,South Portland,01/19/16,1430,Larceny Offenses,All Other Larceny,1
2400 BLOCK OF SW 5TH AVE,16-21942,Property,No Measure Value,South Portland,01/21/16,2302,Robbery,Robbery,1
0 BLOCK OF SW GIBBS ST,16-23382,Person,No Measure Value,South Portland,01/23/16,350,Assault Offenses,Aggravated Assault,2
600 BLOCK OF SW NEVADA ST,16-24009,Property,No Measure Value,South Portland,01/23/16,1700,Burglary,Burglary,1
5000 BLOCK OF SW SLAVIN RD,16-29276,Property,No Measure Value,South Portland,01/28/16,30,Motor Vehicle Theft,Motor Vehicle Theft,1
4700 BLOCK OF SW SLAVIN RD,16-36733,Society,No Measure Value,South Portland,02/04/16,10,Weapon Law Violations,Weapons Law Violations,1
300 BLOCK OF SW FLORIDA ST,16-36755,Society,No Measure Value,South Portland,02/04/16,42,Weapon Law Violations,Weapons Law Violations,1
200 BLOCK OF SW SEYMOUR CT,16-39747,Property,No Measure Value,South Portland,02/06/16,1308,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1
600 BLOCK OF SW GAINES ST,16-39935,Property,No Measure Value,South Portland,01/06/16,1200,Fraud Offenses,Identity Theft,1
3500 BLOCK OF SW CORBETT AVE,16-41610,Property,No Measure Value,South Portland,02/08/16,839,Larceny Offenses,All Other Larceny,1
4100 BLOCK OF SW CORBETT AVE,16-42003,Property,No Measure Value,South Portland,02/08/16,1531,Fraud Offenses,Credit Card/ATM Fraud,1
4100 BLOCK OF SW CORBETT AVE,16-42003,Property,No Measure Value,South Portland,02/08/16,1531,Fraud Offenses,Identity Theft,1
4400 BLOCK OF SW BARBUR BLVD,16-43687,Property,No Measure Value,South Portland,02/10/16,19,Robbery,Robbery,1
3800 BLOCK OF SW BARBUR BLVD,16-46641,Property,No Measure Value,South Portland,02/10/16,1555,Fraud Offenses,Identity Theft,1
3800 BLOCK OF SW BARBUR BLVD,16-46641,Property,No Measure Value,South Portland,02/10/16,1555,Larceny Offenses,Theft From Building,1
2300 BLOCK OF SW 5TH AVE,16-46964,Property,No Measure Value,South Portland,02/12/16,1958,Vandalism,Vandalism,1
3700 BLOCK OF SW BOND AVE,16-48721,Property,No Measure Value,South Portland,02/13/16,1000,Burglary,Burglary,1
3700 BLOCK OF SW BOND AVE,16-48721,Property,No Measure Value,South Portland,02/13/16,1000,Larceny Offenses,All Other Larceny,1
0 BLOCK OF SW SLAVIN RD,16-49328,Property,No Measure Value,South Portland,02/14/16,2030,Motor Vehicle Theft,Motor Vehicle Theft,1
3100 BLOCK OF SW MOODY AVE,16-49450,Property,No Measure Value,South Portland,02/15/16,500,Larceny Offenses,Theft of Motor Vehicle Parts or Accessories,1
3100 BLOCK OF SW MOODY AVE,16-49537,Property,No Measure Value,South Portland,02/15/16,500,Vandalism,Vandalism,1
700 BLOCK OF SW BANCROFT ST,16-51636,Property,No Measure Value,South Portland,02/17/16,530,Vandalism,Vandalism,1
4700 BLOCK OF SW 1ST AVE,16-54213,Property,No Measure Value,South Portland,02/18/16,2230,Motor Vehicle Theft,Motor Vehicle Theft,1
300 BLOCK OF SW WHITAKER ST,16-54465,Property,No Measure Value,South Portland,02/19/16,1705,Larceny Offenses,Theft From Motor Vehicle,1
SW ARTHUR ST / SW 2ND AVE,16-54508,Property,No Measure Value,South Portland,02/19/16,800,Larceny Offenses,Theft From Motor Vehicle,1
100 BLOCK OF SW ARTHUR ST,16-54584,Property,No Measure Value,South Portland,02/19/16,1700,Larceny Offenses,Theft From Motor Vehicle,1
600 BLOCK OF SW NEVADA ST,16-55172,Property,No Measure Value,South Portland,02/19/16,2000,Larceny Offenses,Theft From Motor Vehicle,1
SW 6TH AVE / SW SHERMAN ST,16-55272,Property,No Measure Value,South Portland,02/20/16,100,Larceny Offenses,Theft From Motor Vehicle,1
6000 BLOCK OF SW HOOD AVE,16-55310,Property,No Measure Value,South Portland,02/19/16,1800,Vandalism,Vandalism,1
2400 BLOCK OF SW 5TH AVE,16-56228,Property,No Measure Value,South Portland,02/21/16,409,Burglary,Burglary,1
2400 BLOCK OF SW 5TH AVE,16-56627,Property,No Measure Value,South Portland,02/21/16,1551,Larceny Offenses,Purse-Snatching,1
2500 BLOCK OF SW 1ST AVE,16-57607,Property,No Measure Value,South Portland,02/22/16,1335,Vandalism,Vandalism,1
200 BLOCK OF SW MEADE ST,16-57676,Property,No Measure Value,South Portland,02/21/16,2000,Larceny Offenses,All Other Larceny,1
SW 1ST AVE / SW PORTER ST,16-60140,Property,No Measure Value,South Portland,02/24/16,700,Motor Vehicle Theft,Motor Vehicle Theft,1
7400 BLOCK OF SW VIRGINIA AVE,16-60397,Property,No Measure Value,South Portland,02/24/16,2306,Larceny Offenses,All Other Larceny,1
200 BLOCK OF SW IOWA ST,16-60776,Property,No Measure Value,South Portland,02/25/16,710,Vandalism,Vandalism,1
0 BLOCK OF SW PORTER ST,16-61973,Property,No Measure Value,South Portland,02/26/16,1145,Larceny Offenses,Theft From Motor Vehicle,1
SW WATER AVE / SW HOOKER ST,16-69033,Property,No Measure Value,South Portland,03/03/16,1645,Larceny Offenses,Theft From Motor Vehicle,1
5100 BLOCK OF SW LANDING DR,16-71112,Property,No Measure Value,South Portland,03/05/16,1432,Larceny Offenses,All Other Larceny,1
7300 BLOCK OF SW LAVIEW DR,16-74224,Property,No Measure Value,South Portland,06/01/15,1200,Larceny Offenses,All Other Larceny,1
3100 BLOCK OF SW MOODY AVE,16-75253,Property,No Measure Value,South Portland,03/01/16,0,Fraud Offenses,Identity Theft,1
4000 BLOCK OF SW CORBETT AVE,16-76290,Property,No Measure Value,South Portland,03/09/16,1900,Vandalism,Vandalism,1
6000 BLOCK OF SW CORBETT AVE,16-78522,Property,No Measure Value,South Portland,03/11/16,1,Fraud Offenses,Identity Theft,1
I5 FWY NB AT / MP298,16-80874,Property,No Measure Value,South Portland,03/14/16,1515,Vandalism,Vandalism,1
4900 BLOCK OF SW CORBETT AVE,16-81798,Property,No Measure Value,South Portland,03/14/16,2330,Larceny Offenses,Theft From Motor Vehicle,1
4800 BLOCK OF SW CORBETT AVE,16-81868,Property,No Measure Value,South Portland,03/15/16,1100,Larceny Offenses,Theft From Motor Vehicle,1
3700 BLOCK OF SW CORBETT AVE,16-82568,Property,No Measure Value,South Portland,03/16/16,100,Burglary,Burglary,1
3700 BLOCK OF SW CORBETT AVE,16-82568,Property,No Measure Value,South Portland,03/16/16,100,Fraud Offenses,Identity Theft,1
3700 BLOCK OF SW CORBETT AVE,16-82568,Property,No Measure Value,South Portland,03/16/16,100,Motor Vehicle Theft,Motor Vehicle Theft,1
5000 BLOCK OF SW CORBETT AVE,16-87810,Property,No Measure Value,South Portland,03/20/16,900,Motor Vehicle Theft,Motor Vehicle Theft,1
5000 BLOCK OF SW CORBETT AVE,16-87962,Property,No Measure Value,South Portland,03/19/16,2300,Burglary,Burglary,1
5000 BLOCK OF SW CORBETT AVE,16-87962,Property,No Measure Value,South Portland,03/19/16,2300,Fraud Offenses,Identity Theft,1
2700 BLOCK OF SW 2ND AVE,16-90043,Property,No Measure Value,South Portland,03/21/16,1600,Motor Vehicle Theft,Motor Vehicle Theft,1
400 BLOCK OF SW HAMILTON CT,16-90314,Property,No Measure Value,South Portland,03/22/16,630,Burglary,Burglary,1
600 BLOCK OF SW GAINES ST,16-92763,Property,No Measure Value,South Portland,03/21/16,1200,Fraud Offenses,False Pretenses/Swindle/Confidence Game,1
0 BLOCK OF SW HOOKER ST,16-94452,Property,No Measure Value,South Portland,03/25/16,2300,Larceny Offenses,Theft From Motor Vehicle,1
600 BLOCK OF SW NEVADA ST,16-95664,Property,No Measure Value,South Portland,03/27/16,800,Burglary,Burglary,1
600 BLOCK OF SW NEVADA ST,16-95716,Property,No Measure Value,South Portland,03/19/16,1200,Burglary,Burglary,1
600 BLOCK OF SW NEVADA ST,16-95716,Property,No Measure Value,South Portland,03/19/16,1200,Larceny Offenses,All Other Larceny,1
SW ARTHUR ST / SW 1ST AVE,16-97468,Person,No Measure Value,South Portland,03/29/16,830,Assault Offenses,Intimidation,1
SW 1ST AVE / SW GIBBS ST,16-98549,Property,No Measure Value,South Portland,03/29/16,2100,Larceny Offenses,Theft From Motor Vehicle,1
600 BLOCK OF SW IDAHO ST,16-99832,Property,No Measure Value,South Portland,12/10/15,1700,Fraud Offenses,Credit Card/ATM Fraud,1
700 BLOCK OF SW GAINES ST,16-100270,Property,No Measure Value,South Portland,01/31/16,800,Larceny Offenses,Theft From Building,1
